,STRUCTURE_NUMBER_008,Rating_2011,Rating_2012,Rating_2013,Rating_2014,Rating_2015,Rating_2016,Rating_2017,Rating_2018,Rating_2019,Rating_2020
6856,720201,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6857,720202,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6858,720203,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6859,720205,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6860,720207,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6861,720208,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6862,720210,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6863,720213,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6864,720214,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6865,720215,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6866,720216,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6867,720217,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6868,720218,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,4.0
6869,720219,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6872,720228,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6873,720229,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6874,720230,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6875,720231,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6876,720232,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6877,720233,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6878,720234,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6879,720235,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6880,720236,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
6881,720237,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6882,720238,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6883,720239,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6884,720240,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6885,720241,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6886,720242,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6887,720243,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6888,720244,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6889,720245,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6890,720246,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6891,720247,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6892,720248,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6893,720249,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6894,720251,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6895,720252,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6896,720253,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6897,720254,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6898,720255,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6899,720256,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6900,720257,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6901,720258,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
6902,720259,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6903,720260,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6904,720261,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6905,720262,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6906,720263,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6907,720264,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
6908,720266,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6909,720267,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
6910,720268,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
6911,720271,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
6912,720272,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6913,720273,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6914,720274,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
6915,720275,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6916,720276,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6917,720279,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6918,720280,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6919,720281,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6920,720282,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6921,720283,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6922,720284,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6923,720285,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6924,720286,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6925,720287,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6926,720288,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6927,720289,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6928,720290,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6929,720292,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
6930,720293,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
6931,720297,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
6932,720299,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6933,720300,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6934,720301,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6935,720302,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6936,720303,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6937,720304,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6938,720305,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6939,720306,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6940,720307,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6941,720308,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6942,720309,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6943,720310,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6944,720311,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6945,720312,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6946,720313,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6947,720314,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6948,720315,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6949,720316,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6950,720317,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6951,720318,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6952,720319,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6953,720320,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
6954,720321,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6957,720324,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6958,720326,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6959,720327,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6960,720328,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6961,720329,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6963,720331,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6964,720332,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
6965,720333,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
6966,720334,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
6967,720335,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6968,720336,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,4.0
6969,720337,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6970,720338,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6971,720339,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6972,720340,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
6973,720341,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6974,720342,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6975,720343,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6976,720345,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6977,720346,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6978,720347,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6979,720348,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6980,720349,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6981,720350,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6982,720351,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6983,720352,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6984,720354,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6985,720355,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6986,720358,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6987,720359,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6988,720360,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
6989,720361,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6990,720364,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
6991,720365,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6992,720366,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
6993,720367,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
6994,720368,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6995,720369,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6996,720370,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6997,720371,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6998,720372,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
6999,720373,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7000,720374,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0
7001,720375,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7002,720376,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7003,720377,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7004,720378,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7005,720379,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7006,720380,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
7007,720381,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7008,720383,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7009,720384,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7010,720385,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7011,720386,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7012,720387,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7013,720388,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7014,720389,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7015,720390,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7016,720391,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7017,720392,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7018,720393,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7019,720394,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7020,720395,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7021,720396,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7022,720397,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7023,720398,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7024,720399,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7025,720400,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7026,720401,7.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,7.0,7.0
7027,720402,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0
7028,720404,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7029,720405,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7030,720406,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7031,720407,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7032,720408,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7033,720409,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7038,720415,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7039,720416,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7040,720418,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7041,720419,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7042,720420,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7043,720421,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7044,720425,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7045,720428,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7046,720435,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
7047,720436,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7048,720440,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
7049,720441,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7050,720442,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7051,720443,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7052,720444,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7053,720445,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
7054,720446,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7055,720448,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7056,720449,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7057,720450,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7058,720451,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7059,720452,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7060,720453,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7061,720454,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7062,720455,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7064,720457,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7065,720459,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7066,720460,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7067,720461,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7068,720463,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7069,720468,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7070,720473,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7071,720474,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7072,720475,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7073,720476,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7074,720477,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7075,720478,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7076,720480,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7077,720481,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7078,720482,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7079,720483,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7080,720484,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7081,720485,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7082,720486,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7083,720487,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7084,720488,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
7085,720489,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
7086,720490,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7087,720493,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7088,720494,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7089,720495,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7090,720496,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7091,720497,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7092,720498,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7093,720499,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7094,720500,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
7095,720501,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7096,720502,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7097,720503,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7098,720506,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7099,720507,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7100,720509,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7101,720514,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7102,720515,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7104,720518,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7105,720519,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7106,720520,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7107,720521,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7108,720522,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7109,720525,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7110,720526,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7111,720527,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7112,720528,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7113,720529,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7116,720532,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7117,720533,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0
7118,720534,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0
7119,720535,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7120,720536,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7121,720537,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7122,720538,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7123,720539,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7124,720540,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
7125,720541,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
7126,720542,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7127,720543,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7128,720544,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7129,720545,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7130,720546,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7131,720550,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7132,720552,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7133,720553,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7134,720554,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7135,720555,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7136,720556,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
7137,720557,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
7138,720558,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7139,720559,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7140,720560,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
7141,720561,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7142,720562,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7143,720563,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7144,720564,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7145,720565,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7146,720566,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7147,720568,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7148,720569,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7149,720570,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7150,720571,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7151,720572,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7152,720573,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7153,720574,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7154,720575,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7155,720576,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7156,720577,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7157,720578,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7158,720579,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7159,720580,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7160,720581,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7161,720582,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7162,720583,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7163,720584,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7164,720585,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7165,720586,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7166,720587,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
7167,720603,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7168,720604,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
7169,720605,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
7171,720607,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
