,STRUCTURE_NUMBER_008,Rating_2011,Rating_2012,Rating_2013,Rating_2014,Rating_2015,Rating_2016,Rating_2017,Rating_2018,Rating_2019,Rating_2020
2864,156707,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2865,156708,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0
2866,156709,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2867,156710,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2868,156711,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
2869,157001,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2870,157003,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2871,157004,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
2872,157101,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2873,157103,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2874,157105,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2875,157111,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2876,157114,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
2877,157117,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2878,157119,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
2879,157122,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
2880,157123,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2881,157124,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0
2882,157125,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2883,157126,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2884,157127,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2885,157128,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2886,157130,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2887,157131,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2888,157132,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2889,157133,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2890,157134,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2891,157135,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2892,157136,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0
2893,157137,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2894,157138,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2895,157139,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2896,157140,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2897,157152,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2898,157154,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0
2899,157159,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2900,157160,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0
2901,157161,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
2902,157162,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
2903,157163,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0
2904,157174,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2905,157179,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0
2906,157181,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
2907,157182,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
2908,157185,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2909,157186,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2910,157187,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2911,157189,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2912,157191,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2913,157196,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
2914,157197,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2915,157198,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2916,157199,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2918,157205,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0
2919,157210,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0
2920,157212,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2921,157213,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2922,157214,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2924,157235,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2925,157236,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2926,157237,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2927,157238,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0
2928,157239,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2929,157263,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2930,157264,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2931,157265,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2932,157302,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
2933,157317,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
2934,157367,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2935,157401,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2936,157402,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2937,157403,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2938,157406,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2939,157407,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2940,157408,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
2941,157501,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2942,157503,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2943,157603,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2944,157701,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2945,157702,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2946,157703,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2947,157801,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2948,157821,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2949,157841,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2952,160001,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
2954,160003,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2955,160004,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2956,160005,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2957,160006,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2958,160012,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2959,160017,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
2960,160018,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0
2961,160019,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2962,160021,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2963,160022,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
2964,160026,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2967,160037,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2968,160038,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2969,160039,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2970,160042,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2971,160043,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2972,160045,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2973,160047,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2974,160052,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
2975,160053,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0
2976,160054,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2977,160056,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2978,160057,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2979,160058,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2981,160064,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2982,160065,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2983,160067,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
2984,160068,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2985,160075,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2986,160078,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2987,160079,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2988,160080,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2989,160081,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
2990,160083,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2991,160084,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2992,160085,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2993,160086,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0
2994,160087,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2995,160089,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
2996,160090,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
2997,160091,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
2998,160092,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2999,160093,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0
3000,160094,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
3001,160095,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3002,160096,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3003,160098,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3004,160099,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3005,160100,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3006,160101,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0
3007,160102,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
3008,160103,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3009,160104,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3010,160106,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3011,160107,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3012,160108,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
3013,160109,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3014,160110,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
3015,160111,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3016,160114,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0
3018,160116,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
3019,160117,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0
3022,160120,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
3024,160123,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3025,160124,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3026,160127,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3027,160129,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3028,160130,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3029,160131,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
3030,160133,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3031,160134,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3032,160136,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3033,160137,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
3034,160142,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3035,160143,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
3036,160144,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
3037,160145,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3038,160146,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3039,160147,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
3040,160148,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
3041,160150,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0
3042,160151,7.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0
3043,160152,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
3044,160153,7.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
3045,160155,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
3046,160156,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
3047,160158,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3048,160159,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3049,160160,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3050,160163,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3051,160164,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
3052,160165,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3053,160177,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3054,160178,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3055,160179,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
3056,160181,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3057,160182,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3058,160184,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3059,160185,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3060,160187,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3061,160190,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3062,160191,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3063,160192,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3064,160193,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
3065,160194,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
3066,160195,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3067,160196,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3068,160200,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3069,160202,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3070,160203,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
3071,160206,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3072,160207,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3073,160208,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3074,160209,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3075,160210,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3076,160211,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3077,160212,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3078,160213,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3079,160214,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3080,160215,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3081,160216,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
3082,160217,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
3083,160218,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
3084,160219,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
3085,160220,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3086,160221,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
3087,160227,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3088,160229,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
3089,160233,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3090,160234,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3091,160235,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3092,160236,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3093,160237,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3094,160238,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3095,160239,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3096,160240,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3097,160241,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3098,160242,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3099,160243,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3100,160244,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3101,160245,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3102,160246,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3103,160247,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3104,160248,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3105,160249,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3106,160250,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3107,160251,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3108,160252,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3109,160253,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3110,160254,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3111,160255,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3112,160256,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3113,160257,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3114,160258,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3115,160259,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3116,160260,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3117,160261,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3118,160262,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3119,160263,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3120,160264,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3121,160265,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3122,160266,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3123,160267,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3124,160268,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3125,160269,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
3126,160270,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
3127,160271,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3128,160272,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3129,160273,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3130,160274,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3131,160275,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3132,160276,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3133,160277,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3134,160278,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3135,160279,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3136,160280,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3137,160281,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3138,160282,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3139,160283,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3140,160285,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3141,160286,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3142,160288,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3143,160297,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3144,160298,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3145,160299,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
3146,160300,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3147,160301,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3148,160302,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3149,160303,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3150,160304,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3151,160305,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3152,160306,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3154,160309,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3155,160310,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
3156,160311,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
3157,160313,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3158,160316,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
3159,160320,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3160,160321,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
3164,160325,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
3165,160326,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3166,160327,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
3167,160328,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3168,160329,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3169,160330,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
3170,160331,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
3171,160332,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
3172,160345,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3174,160526,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0
3175,160951,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3176,164101,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3177,164104,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3178,164105,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3179,164111,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
3180,164117,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
3181,164121,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0
3182,164131,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
